trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,task_1,task_1_raw,task_1_duration,task_2,task_2_raw,task_2_duration,key_resp_3.keys,key_resp_3.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,down,0.439087734172,2018_Aug_23_0930,59.926688713150575,Robot_Voice,001,,
